name,known_for_department,popularity
Alan Autry,Acting,1.0818
Kinnosuke Nakamura,Acting,1.2546
Debi Derryberry,Acting,1.2453
Dominique Laffin,Acting,1.2452
Michael Gandolfini,Acting,1.2451
E.G. Marshall,Acting,1.2451
Anastasia Pantousi,Acting,1.245
Jay Renshaw,Acting,1.245
Mary J. Blige,Acting,1.245
Jimmy Warden,Writing,1.2449
Ruriko Aoki,Acting,1.2449
Kurt Fuller,Acting,1.2449
Wakana Maruoka,Acting,1.2446
Jennifer Saunders,Acting,1.2446
Sun Yi,Acting,1.2445
Paris Hilton,Acting,1.2444
Lena Gercke,Acting,1.2443
Jaclyn Smith,Acting,1.2442
Hari Nef,Acting,1.2441
Yuko Fueki,Acting,1.2439
Eliza Coupe,Acting,1.2439
Frida Gustavsson,Acting,1.2438
Betty Gabriel,Acting,1.2437
Ikuko Tani,Acting,1.2437
Kim Bo-ra,Acting,1.2435
Robert F. Simon,Acting,1.2434
Jiang Wu,Acting,1.2434
Koel Mallick,Acting,1.2432
Tian Yu,Acting,1.2431
Maki Aoyama,Acting,1.2431
Jang Na-ra,Acting,1.2431
Hu Xia,Acting,1.2429
Anthony Carrigan,Acting,1.2429
William Sachs,Directing,1.2429
Shingo Yamashita,Visual Effects,1.2428
Tichina Arnold,Acting,1.2428
Steve Bacic,Acting,1.2427
Laraine Newman,Acting,1.2426
Kenji Takahashi,Acting,1.2425
Yōko Minamida,Acting,1.2425
Candy Yuen,Acting,1.2424
Lo Meng,Acting,1.2424
Jirō Tamiya,Acting,1.3336
Antoinette Bower,Acting,1.3336
Max Lloyd-Jones,Acting,1.3336
Sam Mendes,Directing,1.3336
Joo Yeon-seo,Acting,1.3335
Marco Grazzini,Acting,1.3335
Teo Briones,Acting,1.3334
Moeko Ezawa,Acting,1.3334
Kamatari Fujiwara,Acting,1.3334
Tom Nowicki,Acting,1.3334
Roma Maffia,Acting,1.3333
Serena Motola,Acting,1.3332
Kim Jong-min,Acting,1.3332
Tatsuyuki Nagai,Directing,1.3332
Hiroshi Koizumi,Acting,1.3332
Benjamin Voisin,Acting,1.3331
Chiho Katsura,Writing,1.3331
Hiroyuki Sawano,Sound,1.333
Allison Mack,Acting,1.333
Dave Hearn,Acting,1.3328
Haluk Bilginer,Acting,1.1595
Zhang Tianyang,Acting,1.3225
Matt Ryan,Acting,1.2492
Yutaka Izubuchi,Directing,1.0322
Wallace Langham,Acting,1.3695
Fanny Fan Lai,Acting,1.0538
Rohini,Acting,1.1279
Havana Rose Liu,Acting,1.1254
Emeraude Toubia,Acting,1.4225
Iori Nomizu,Acting,1.2878
Yu Oh-seong,Acting,1.1198
Dave Sheridan,Acting,1.4195
Jia Bing,Acting,1.3806
Kenjirou Ishimaru,Acting,1.2641
Yûrei Yanagi,Acting,1.2832
Fujio Tokita,Acting,1.2476
Cameron Britton,Acting,1.2629
Steven Berkoff,Acting,1.2048
Ren Min,Acting,1.4415
Ladapa Thongkham,Acting,1.154
Ladapa Thongkham,Acting,1.154
Jonah Hauer-King,Acting,1.285
Julio Peña,Acting,1.281
Petrina Fung Bo-Bo,Acting,1.1379
Emiko Takeuchi,Acting,1.3304
Ayame Goriki,Acting,1.0908
Alyla Browne,Acting,1.1709
Sonakshi Sinha,Acting,1.1854
Debbie Allen,Acting,1.0932
Genki Muro,Acting,1.3615
Ray McKinnon,Acting,1.2958
Isao Murayama,Writing,1.0737
Katsumi Fukuhara,Acting,1.284
Amber Stevens West,Acting,1.287
Rabin Angeles,Acting,1.2561
Shōgorō Nishimura,Directing,1.043
Aaron Moten,Acting,1.1701
Stella Maeve,Acting,1.1391
Zhang Guoli,Acting,1.1745
Jason London,Acting,1.0621
Jason London,Acting,1.3291
Vitaliya Kornienko,Acting,1.329
Aleksey Pimanov,Directing,1.3289
Julie K. Smith,Acting,1.3288
Hong Xiao,Acting,1.3287
Nuttapong Mongkolsawas,Directing,1.3287
Kenneth Choi,Acting,1.3286
Pu Yixing,Acting,1.3285
Dick Lau Tik-Chi,Acting,1.3284
Baek Jin-hee,Acting,1.3284
Kouhei Higuchi,Acting,1.3283
Gregory Itzin,Acting,1.3283
Makenzie Vega,Acting,1.3283
Cho Kyu-hyun,Acting,1.3282
Phromphiriya Thongputtaruk,Acting,1.3281
Mae Martin,Acting,1.3281
Rhydian Vaughan,Acting,1.3281
Kim Han-min,Directing,1.328
Sara Khorami,Acting,1.3278
Anthony Mann,Directing,1.3278
Wu Yuheng,Acting,1.2369
Lindsey Morgan,Acting,1.2369
Akari Kinoshita,Acting,1.2368
Sandahl Bergman,Acting,1.2368
Yuan Bingyan,Acting,1.2367
Kanta Sato,Acting,1.2367
Ok Ja-yeon,Acting,1.2366
Xin Baiqing,Acting,1.2365
Ram Chiang Chi-Kwong,Acting,1.2365
Molly Price,Acting,1.2363
Geoffrey Lewis,Acting,1.2363
Shin Jung-keun,Acting,1.2362
Wong Yau-Nam,Acting,1.2362
Lindsay Wagner,Acting,1.2362
Stephen Gaghan,Writing,1.2362
Daisuke Yamanouchi,Directing,1.236
Zhao Yiqin,Acting,1.2359
Meika Seri,Acting,1.2358
Lu Yi,Acting,1.2358
Melora Walters,Acting,1.2358
Yoon Eun-hye,Acting,1.2357
Kim Young-jae,Acting,1.2357
Sakura Kiryu,Acting,1.2356
Laura Osma,Acting,1.2356
Matt Lanter,Acting,1.2356
Nestor Serrano,Acting,1.2356
Masahiro Yokotani,Writing,1.2355
Clare Holman,Acting,1.2355
Matthew Willig,Acting,1.2354
Kim Director,Acting,1.2354
Atsushi Ito,Acting,1.2353
Bai Xuecen,Acting,1.2352
Diane Morgan,Acting,1.2352
Yoshio Kosugi,Acting,1.2352
Susumu Fujita,Acting,1.2352
Ryo Kimura,Acting,1.235
María Cecilia Botero,Acting,1.2349
Diego Calva,Acting,1.2349
Huma Qureshi,Acting,1.2349
Devadarshini,Acting,1.2349
Caitlyn Jenner,Acting,1.3249
Anna Ishii,Acting,1.3248
Robert Eggers,Directing,1.3247
Yoko Shimada,Acting,1.3246
Michael Shanks,Acting,1.3245
Zhong Chuxi,Acting,1.3244
Shohei Uno,Acting,1.3244
Yuri Lowenthal,Acting,1.3244
Jack Kirby,Writing,1.3244
Tara Fitzgerald,Acting,1.3243
Go Morita,Acting,1.3242
John Corbett,Acting,1.3242
Mara Wilson,Acting,1.3242
Mert Yazıcıoğlu,Acting,1.324
Conleth Hill,Acting,1.324
Isabella Leong Lok-Sze,Acting,1.324
Thora Birch,Acting,1.324
Alper Çankaya,Acting,1.3237
Tang Joon-sang,Acting,1.3237
Rin Takanashi,Acting,1.3237
Nora Aunor,Acting,1.0724
Mariko Fuji,Acting,1.1297
Stefanie Scott,Acting,1.1689
Monica Mok Siu-Kei,Acting,1.6273
Matilda Lutz,Acting,1.288
Lynda Boyd,Acting,1.2106
Li Geyang,Acting,1.2768
Thomas Middleditch,Acting,1.1364
Yumi Adachi,Acting,1.5143
Jane Curtin,Acting,1.3076
Xu Mengjie,Acting,1.3232
Kirk Fox,Acting,1.3261
Shinji Takeda,Acting,1.2688
Chan Ka-Yee,Acting,0.9295
Anna Madeley,Acting,1.1471
Jon Lovitz,Acting,1.0536
Natalee Linez,Acting,1.1134
Keeley Hazell,Acting,1.3334
Stephen Baldwin,Acting,1.2288
Bridgette Wilson-Sampras,Acting,1.306
Bridgette Wilson-Sampras,Acting,1.306
RZA,Sound,1.2326
Yasushi Akimoto,Writing,1.1315
Nobumasa Fukushima,Sound,1.3212
Mimie Mathy,Acting,1.2134
Han Se-Ah,Acting,1.1657
Tyra Banks,Acting,1.3868
David Leitch,Directing,1.345
Money Lo Man-Yee,Acting,1.0641
Carson MacCormac,Acting,1.3421
Zhou You,Acting,1.4532
Lilas Ikuta,Sound,1.0173
Huma Qureshi,Acting,1.2349
Hiroshi Inagaki,Directing,1.3214
Amy Irving,Acting,1.1756
Roland Emmerich,Directing,1.2968
Ryo Sato,Acting,1.1494
David O'Hara,Acting,1.1298
Seicho Matsumoto,Writing,1.0984
George Newbern,Acting,1.2221
George Newbern,Acting,1.3202
Amanda Crew,Acting,1.3202
Katsumi Suzuki,Acting,1.3201
Tom Bower,Acting,1.3201
Nichika Omori,Acting,1.32
Yuichi Fukuda,Writing,1.32
Noriko Sengoku,Acting,1.32
Naomi Zaizen,Acting,1.3199
Wong Shu-Tong,Acting,1.3199
Ryota Katayose,Acting,1.3198
Paul Ben-Victor,Acting,1.3197
Sara Gilbert,Acting,1.3197
Lamorne Morris,Acting,1.3196
Saki Fukuda,Acting,1.3195
Isaiah Washington,Acting,1.3195
John Badham,Directing,1.3195
Mariko Kouda,Acting,1.3194
Gail O'Grady,Acting,1.3194
Josh Keaton,Acting,1.3194
David Andrews,Acting,1.3194
Martin Roach,Acting,1.2295
Gam Biu,Acting,1.2294
Cecilia Suárez,Acting,1.2294
Bad Bunny,Acting,1.2293
Joseph Cross,Acting,1.2291
Felix Solis,Acting,1.229
Hannah New,Acting,1.2289
Kyousei Tsukui,Acting,1.2289
Al Sapienza,Acting,1.2289
Riri Kuribayashi,Acting,1.2288
Stephen Baldwin,Acting,1.2288
Tora Sudiro,Acting,1.2287
Sheng Feng,Acting,1.2286
Jo Se-ho,Acting,1.2286
Nikolai Tsankov,Acting,1.2285
Lee Beom-soo,Acting,1.2285
Michael Tse Tin-Wah,Acting,1.2285
Mako Midori,Acting,1.2284
Kenny Kwan,Acting,1.2283
Yuzu Aoki,Acting,1.2282
Tan Zhuo,Acting,1.3042
André Lamoglia,Acting,1.3184
Shotaro Mamiya,Acting,1.3547
Dayo Okeniyi,Acting,1.33
Yuji Mitsuya,Acting,1.2958
Paul Verhoeven,Directing,1.253
Kong Lin,Acting,1.2378
Beverly Garland,Acting,1.2268
Martin Roach,Acting,1.2295
Kim Tae-ho,Directing,1.0515
Alex Datcher,Acting,1.0383
Sebastien LaSalle,Acting,1.2246
Damian Hardung,Acting,1.2325
Han Ga-in,Acting,1.1856
Fumio Watanabe,Acting,1.2136
Talia Ryder,Acting,1.2786
Bruno Heller,Writing,0.8429
Roman Griffin Davis,Acting,1.0299
Sun Yi,Acting,1.2445
Janet Montgomery,Acting,1.3021
Janet Montgomery,Acting,1.3021
Geraldine James,Acting,1.2093
Viktoriya Korlyakova,Acting,1.1077
Wang Jinsong,Acting,1.228
Michitarō Mizushima,Acting,1.1193
Bi Wenjun,Acting,1.3642
Ryo Kimura,Acting,1.235
Niamh Cusack,Acting,1.0676
Cristina Umaña,Acting,0.9702
Midoriko Kimura,Acting,1.1567
James Read,Acting,1.1526
Dona Drake,Acting,1.3594
John Huston,Directing,1.3125
Saku Mizuno,Acting,1.4122
Caterina Murino,Acting,1.25
Kanae Oki,Acting,1.2423
Mark Feuerstein,Acting,1.0035
Dania Ramirez,Acting,1.07
Megumi Satou,Acting,1.0788
George Segal,Acting,0.996
Shinpachi Tsuji,Acting,1.3501
Gigi Zumbado,Acting,1.2279
Zhang Xiaochen,Acting,0.9676
Frankie Adams,Acting,1.5388
Nicollette Sheridan,Acting,1.1741
Carroll O'Connor,Acting,1.271
Zhang Jiongmin,Acting,1.3758
Zhai Yiying,Acting,1.1632
Andre Braugher,Acting,1.3564
Charles Shaughnessy,Acting,1.2276
Sheng Feng,Acting,1.2286
Lotte Verbeek,Acting,1.3162
Wellson Chin Sing-Wai,Directing,0.78
Ikunosuke Koizumi,Acting,1.0042
Reiko Ike,Acting,1.2196
Joaquín Cosío,Acting,1.0717
Bhagyashree,Acting,1.1614
Lyubov Germanova,Acting,1.3391
Chang Shih,Acting,1.2619
紺野咲,,1.2266
Huang Minghao,Acting,1.224
Anzu Haruno,Acting,1.224
Niní Marshall,Acting,1.224
Kwon Hwa-woon,Acting,1.2239
David Wilmot,Acting,1.2239
Gaspar Noé,Directing,1.2238
Deborah Lee,Acting,1.2234
Norihei Miki,Acting,1.2234
Yang Xinming,Acting,1.2231
Takeshi Shudo,Writing,1.2231
Carlos Alazraqui,Acting,1.2231
Anmol Khan,Acting,1.2229
Kim Gyu-ri,Acting,1.2229
Peter Weir,Directing,1.2229
J.G. Quintel,Writing,1.2228
Alakina Mann,Acting,1.2228
Satomi Akesaka,Acting,1.2227
Yang Zishan,Acting,1.2225
Jorge Negrete,Acting,1.2225
Jamal Henderson,Acting,1.2224
Alison Eastwood,Acting,1.1575
Tanaya Beatty,Acting,1.31
T.I.,Acting,1.0805
Kevin J. O'Connor,Acting,1.4221
Elena Kampouris,Acting,1.143
Wilson Lam Chun-Yin,Acting,1.2323
Wyatt Oleff,Acting,1.1891
Yang Se-chan,Acting,0.9523
Samantha Ruth Prabhu,Acting,1.4605
Sharon Barr,Acting,1.5142
Jimin,Acting,1.1896
Pio Marmaï,Acting,1.1553
Shirô Namiki,Acting,1.231
Chris Klein,Acting,1.4254
Kim Ji-yong,Camera,1.213
Edward Fox,Acting,1.1915
Nicole Brydon Bloom,Acting,1.0014
Masashi Nogawa,Acting,1.2472
Michelle Keegan,Acting,1.2346
Seiko Matsuda,Acting,1.3859
Nicole Brydon Bloom,Acting,1.0014
Masashi Nogawa,Acting,1.2472
Michelle Keegan,Acting,1.2346
Seiko Matsuda,Acting,1.3859
Bunjaku Han,Acting,1.0552
Terrence 'T.C.' Carson,Acting,1.1249
Susumu Chiba,Acting,1.266
Kim Gyu-ri,Acting,1.2229
La La Anthony,Acting,1.0397
Dominique Sanda,Acting,0.9781
Guan Xin,Acting,1.0311
Christian Kane,Acting,1.1831
Evan Handler,Acting,1.1165
George Lam Tsz-Cheung,Acting,1.2924
Emre Bulut,Acting,1.1069
Kang Gary,Acting,1.1171
Kevin Dunn,Acting,1.2096
David Keith,Acting,1.0657
Shigeru Kimishima,Visual Effects,1.1827
Kenta Hamano,Acting,1.0773
Murali Sharma,Acting,1.1515
Brad Bird,Directing,1.2123
Tom McCarthy,Acting,1.2907
Devon Aoki,Acting,1.3831
Stuart Townsend,Acting,1.1657
Spencer Treat Clark,Acting,1.9733
İsmail Ege Şaşmaz,Acting,1.0227
Brittany Daniel,Acting,1.2399
Sakura Kiryu,Acting,1.2356
Mariana Kourakou,Acting,0.9229
Sharon Leal,Acting,1.2002
Arye Gross,Acting,1.1376
Bela Padilla,Acting,1.0553
Indra Kumar,Directing,1.1694
Stefanie Powers,Acting,1.3364
David Paymer,Acting,1.2696
Clara Lago,Acting,1.1211
Paul Hogan,Acting,1.3657
河北彩花,Acting,1.3734
Kobun Shizuno,Directing,1.2651
Masaru Konuma,Directing,1.2187
Natsuki Aikawa,Acting,1.2185
Stephen Campbell Moore,Acting,1.2185
Raizō Ichikawa,Acting,1.2184
Madolyn Smith Osborne,Acting,1.2184
Lu Wei,Writing,1.2184
Sho Aoyagi,Acting,1.2183
Traylor Howard,Acting,1.2183
Emily Bader,Acting,1.2182
Shiva Negar,Acting,1.2182
Moon Jeong-hee,Acting,1.218
Felicia Day,Acting,1.218
Sangeeth Prathap,Acting,1.2178
Rachael Stirling,Acting,1.2178
Lydia Peckham,Acting,1.2177
Jin Seo-yeon,Acting,1.2177
Janice Man Wing-San,Acting,1.2177
Tom Arnold,Acting,1.2177
Go Won-hee,Acting,1.2176
Brian Stepanek,Acting,1.2174
Yutaka Nakano,Acting,1.3944
Prariyapit Yu,Acting,0.7863
Kim Sang-kyung,Acting,1.3086
Kazuo Koike,Writing,1.1762
Li Kun,Acting,1.1375
Michael Paul Chan,Acting,1.0904
Fan Shiran,Acting,1.2271
Tanya Reynolds,Acting,1.0044
Rob Heaps,Acting,0.911
Sayu Kubota,Acting,1.2885
Sterling Jerins,Acting,1.4236
Jessica Hynes,Acting,1.1286
Jimmy Tatro,Acting,1.3109
Cheryl Ladd,Acting,1.2405
Mie Hama,Acting,1.425
Ahn Jae-hyun,Acting,1.1639
Felix Solis,Acting,1.229
Don Swayze,Acting,1.3045
Hekiru Shiina,Acting,1.2019
Nassim Lyes,Acting,1.2674
Hiroe Igeta,Acting,1.2207
Tsang Yin,Acting,1.1378
Eline Powell,Acting,1.0845
Masaki Aiba,Acting,1.2561
Winter Ave Zoli,Acting,1.2277
Mario López,Acting,1.3915
AnnaLynne McCord,Acting,0.9783
Jeremy Jordan,Acting,1.1538
Jamie Luk Kim-Ming,Acting,1.3368
Chuku Modu,Acting,0.9512
Buffy Chen,Acting,1.2388
Kim Min-joung,Acting,1.3713
Roxann Dawson,Directing,1.0747
Tsutomu Kuroiwa,Writing,1.1969
Peter Farrelly,Directing,0.9663
Casey W. Johnson,Acting,1.1296
Geneviève Bujold,Acting,1.2379
Lee Heung-Kam,Acting,1.3668
Joo Won,Acting,1.0397
Shin Saburi,Acting,1.0012
Taichi Ichikawa,Acting,1.2136
Fumio Watanabe,Acting,1.2136
René Liu,Acting,1.2136
Kei Satō,Acting,1.2136
Hiroshi Iwasaki,Acting,1.2134
Yoshiko Kayama,Acting,1.2134
Mimie Mathy,Acting,1.2134
David Dencik,Acting,1.2133
Masato Harada,Directing,1.2133
Metin Akdülger,Acting,1.2131
Louis Herthum,Acting,1.2131
Methaphat Chimkul,Acting,1.213
Charli xcx,Acting,1.213
Kim Ji-yong,Camera,1.213
Brigitte Bardot,Acting,1.213
Carl Reiner,Acting,1.213
Sarah Yarkin,Acting,1.2129
Xia Zhiguang,Acting,1.2128
Tara Fitzgerald,Acting,1.2128
Sun Zhonghuai,Production,1.2126
Kelly Rohrbach,Acting,1.2125
Jessica Camacho,Acting,1.2125
Steven Hao,Acting,1.2125
Shūsei Nakamura,Acting,1.2125
Seo Bo-ra,Acting,1.2124
Laura Slade Wiggins,Acting,1.2123
Brad Bird,Directing,1.2123
Penny Johnson Jerald,Acting,1.2122
Josie Loren,Acting,1.2122
Cho Seung-woo,Acting,1.2122
Simon Callow,Acting,1.2122
Shiina Natsukawa,Acting,1.2121
Hiroko Isayama,Acting,1.2121
Arjay Smith,Acting,1.2121
Megan Park,Acting,1.212
Austin Lin,Acting,1.2119
Manami Hanawa,Acting,1.2118
Sheila Kelley,Acting,1.2118
Kathrine Narducci,Acting,1.2118
Selina Cadell,Acting,1.2118
Arjay Smith,Acting,1.2121
Megan Park,Acting,1.212
Austin Lin,Acting,1.2119
Manami Hanawa,Acting,1.2118
Sheila Kelley,Acting,1.2118
Kathrine Narducci,Acting,1.2118
Selina Cadell,Acting,1.2118
Hiroyuki Hirayama,Acting,1.2117
Takashi Kondo,Acting,1.2115
Lisa Gilroy,Acting,1.2114
Takashi Kitadai,Acting,1.2113
Ayaka Saito,Acting,1.2113
Fred Astaire,Acting,1.2113
Stephanie Raz,Acting,1.2112
Riko Nagase,Acting,1.2112
Jonathan Groff,Acting,1.2112
Ben Hammer,Acting,1.2112
Daryl Sabara,Acting,1.2112
Lv Yan,Acting,1.2111
Simon McBurney,Acting,1.2111
Kim Jung-hyun,Acting,1.2735
Shannon Whirry,Acting,1.1565
Henry Fong Ping,Acting,1.2455
Haruna Ikezawa,Acting,1.1487
Martina Colombari,Acting,1.0408
Hayato Fujii,Acting,1.0548
Sung Joon,Acting,1.3849
Fábio Assunção,Acting,0.9992
Gloria Yip Wan-Yee,Acting,1.1825
Kyoka Shibata,Acting,1.1552
Masayuki,Directing,1.4232
Shu Watanabe,Acting,0.9829
Rika Adachi,Acting,1.1823
Ed Sheeran,Acting,1.303
Wong Yau-Nam,Acting,1.2362
Mang Hoi,Acting,1.3454
Medea Japaridze,Acting,1.4145
Leejung Lee,Acting,1.1629
Eri Suzuki,Acting,1.0762
Joseph Lee Kwok-Lun,Acting,1.2087
Cosmo Jarvis,Acting,1.3594
Maria del Mar,Acting,1.1851
Yoriko Doguchi,Acting,1.2278
Ryoko Sakaguchi,Acting,1.1033
Ayo Edebiri,Acting,1.2778
Catherine Seto,Acting,1.585
Masaharu Sato,Acting,1.193
Felicia Van Remoortel,Acting,1.1298
Sehun,Acting,1.09
Dimples Romana,Acting,1.2619
Kōji Nanbara,Acting,0.9354
Jessie Li,Acting,1.1537
Paul Bown,Acting,1.0479
Hisayasu Satō,Directing,1.1269
Andrey Nikiforov,Writing,1.0881
Lorraine Toussaint,Acting,1.1169
Cathy Moriarty,Acting,1.2533
Caroline Goodall,Acting,1.1287
Priscilla Vargas,Acting,1.115
Ken Matsudaira,Acting,1.11
Priscilla Vargas,Acting,1.115
Ken Matsudaira,Acting,1.11
Shigeru Muroi,Acting,1.293
Jin Ji-hee,Acting,1.1831
Ed Westwick,Acting,1.3116
Kim Kwang-kyu,Acting,1.09
Taishi Murata,Acting,1.1565
Allen,Acting,1.2943
Hiroshi Ito,Acting,1.307
Hiromasa Yonebayashi,Directing,0.9882
Li Qian,Acting,1.2941
Taner Ölmez,Acting,0.9486
Wowkie Zhang,Acting,1.1592
Sam Hazeldine,Acting,1.1072
Reina Hardesty,Acting,1.22
Rain Lee Choi-Wah,Acting,1.1086
Ryan Kiera Armstrong,Acting,1.1263
Emily Procter,Acting,1.1971
George Kennedy,Acting,1.1966
Haruka Igawa,Acting,1.3332
Simon Finney,Camera,1.0164
Yōichi Numata,Acting,1.1497
Aaliyah,Acting,1.0004
Jeffrey Ngai,Acting,1.1342
Steven Ma Chun-Wai,Acting,1.1565
Salvator Xuereb,Acting,1.1343
Dong Bang-woo,Acting,1.1879
Ólafur Darri Ólafsson,Acting,1.0784
Nancy Lenehan,Acting,0.8409
J. Pat O'Malley,Acting,1.1832
George Cole,Acting,1.0552
Park Hae-il,Acting,1.4021
Zhou Jieqiong,Acting,1.1792
Alex Roe,Acting,1.1407
Phil Davis,Acting,1.0939
Moeka Koizumi,Acting,1.2608
Kaori Shimizu,Acting,1.2103
Nanni Moretti,Directing,0.9033
Ed Begley Jr.,Acting,1.3621
Muga Tsukaji,Acting,1.4393
Finn Han,Acting,1.3533
Beau Knapp,Acting,1.1667
Sherry Stringfield,Acting,1.2324
Kim Su-gyeom,Acting,1.1628
Julie Christie,Acting,1.1627
Stephen Gaghan,Writing,1.2362
Ren Zhong,Acting,1.1267
Natsumi Horiguchi,Acting,1.0963
Ryo Iwamatsu,Acting,1.0613
Jesús Franco,Directing,1.1654
Deborah Lee,Acting,1.2234
Stephen McKinley Henderson,Acting,1.0491
Mayumi Wakamura,Acting,1.314
Shingo Yamashita,Visual Effects,1.2428
Hideo Ishiguro,Acting,1.2393
Moon Sung-keun,Acting,1.0803
Crystal Reed,Acting,1.2474
Sergey Garmash,Acting,1.2903
Nikita Kologrivyy,Acting,1.1488
Ha Jun,Acting,1.1274
Henry Yu Yang,Acting,1.1377
Traylor Howard,Acting,1.2183
Neelam Kothari,Acting,1.064
Jennifer Pudavick,Acting,1.389
Ji Dae-han,Acting,1.0281
Bruce Boxleitner,Acting,1.2496
Yumiko Fujita,Acting,1.3082
Elena Satine,Acting,0.95
Chris Parnell,Acting,1.2071
Chen Xiaoyun,Acting,1.272
Omar Ayuso,Acting,1.0313
Jamilla Obispo,Acting,1.8505
Barbie Forteza,Acting,1.2827
Yukihiko Tsutsumi,Directing,1.2454
Ahn Se-ha,Acting,1.1864
Yojiro Takita,Directing,1.2645
桃乃木香奈,Acting,1.2943
Bill Cusack,Acting,1.4717
Wataru Katoh,Acting,1.4579
Jack Bender,Directing,1.1312
Ayumu Watanabe,Directing,1.1579
Koel Mallick,Acting,1.2432
Austin Pendleton,Acting,1.126
Ryoo Seung-bum,Acting,1.3412
Darlene Love,Acting,0.8759
Felton Law Gwan-Joh,Acting,1.0949
Tenoch Huerta Mejía,Acting,1.1526
Stephen Campbell Moore,Acting,1.2185
Rachel Griffiths,Acting,1.4518
Shinichi Sekizawa,Writing,1.1333
Wataru Ichinose,Acting,1.3543
Nancy Wu,Acting,1.2142
Kim Hieora,Acting,1.0817
Misuzu Togashi,Acting,1.2096
Marley Shelton,Acting,1.3681
Yara Martinez,Acting,0.9831
Grace Kelly,Acting,0.9137
Taro Suruga,Acting,1.0659
Emi Motokawa,Acting,1.1015
Soo Ae,Acting,1.1772
Keiji Ota,Production,1.1433
Gosha Kutsenko,Acting,1.3295
Noémie Merlant,Acting,1.0885
Park Mi-hyeon,Acting,1.1852
John Anderson,Acting,1.3476
Elizabeth Peña,Acting,1.3246
Rakesh Roshan,Production,1.4373
Redin Kingsley,Acting,1.1264
Pan Chunchun,Acting,0.9666
Molly Kunz,Acting,1.0867
Ola Ray,Acting,1.2883
Nana Visitor,Acting,1.2271
Iman Vellani,Acting,1.4052
Tien Hsin,Acting,1.2003
Ma Tianyu,Acting,1.0904
Hitomi Tanaka,Acting,1.0274
Jacob Gibson,Acting,1.0634
Kim So-jin,Acting,1.0754
Kimiko Saito,Acting,1.4058
Fan Mei-Sheng,Acting,1.2312
Kim So-jin,Acting,1.0754
Kimiko Saito,Acting,1.4058
Fan Mei-Sheng,Acting,1.2312
Sean Whalen,Acting,1.273
Bhumika Chawla,Acting,1.0791
Paula Marshall,Acting,1.176
Charles Lin,Acting,1.266
Melissa Gilbert,Acting,1.3307
Jayma Mays,Acting,1.1561
Taz Skylar,Acting,1.1595
Marilyn Bautista,Acting,1.0318
Ellen DeGeneres,Acting,1.105
Haruo Tanaka,Acting,1.2531
Hong Yao,Acting,1.1168
Kōji Suzuki,Writing,1.0541
Greg Evigan,Acting,1.0649
Yumi Takigawa,Acting,1.427
Adam Godley,Acting,1.3571
Huang Jianxin,Directing,0.9571
Takanori Jinnai,Acting,1.1397
Michael Crichton,Writing,1.0185
Sundeep Kishan,Acting,0.7819
Daniel Davis,Acting,1.0842
Takaaki Torashima,Acting,1.0335
Isao Yukisada,Directing,1.0963
Tom Amandes,Acting,1.1504
David Wilmot,Acting,1.2239
Toshiyuki Sato,Visual Effects,0.9804
Junko Hori,Acting,1.3403
Qiao Zhenyu,Acting,1.2907
Hiromi Konno,Acting,1.3094
Louise Lombard,Acting,1.2314
Kim Hong-pa,Acting,0.8932
Dean Fujioka,Acting,1.2241
Mutsuo Yoshioka,Acting,1.1613
Takanori Iwata,Acting,1.1812
Morgan Davies,Acting,1.4794
Mary-Kate Olsen,Acting,1.0091
Matt McCoy,Acting,1.024
Francia Raísa,Acting,1.1614
Auliʻi Cravalho,Acting,1.1975
Zoe Boyle,Acting,1.1975
Nour El-Sherif,Acting,1.1975
Trevor St. John,Acting,1.1975
Carrie Anne Fleming,Acting,1.1975
Lim Sang-choon,Writing,1.1974
Ho Pak-Kwong,Acting,1.1973
Earl Holliman,Acting,1.1973
Matt Berry,Acting,1.1972
Russell Tovey,Acting,1.1971
Emily Procter,Acting,1.1971
Yao Xingtong,Acting,1.197
Paul Schrader,Writing,1.197
Tsutomu Kuroiwa,Writing,1.1969
JeeJa Yanin,Acting,1.1969
Zoë Steiner,Acting,1.1968
Kaylah Zander,Acting,1.1968
Cody Rhodes,Acting,1.1968
Rikiya Yasuoka,Acting,1.1968
Rio Kanno,Acting,1.1968
Kazutomi Yamamoto,Acting,1.135
Mieko Takamine,Acting,1.2086
Kathrine Narducci,Acting,1.2118
Mayumi Ogawa,Acting,1.2554
Lee Beom-soo,Acting,1.2285
Vanessa Williams,Acting,1.1921
Elizabeth Gillies,Acting,1.2541
Josh Coxx,Acting,1.2033
Shaquille O'Neal,Acting,1.1181
Toru Nomaguchi,Acting,1.3168
Hawick Lau Hau-Wai,Acting,1.2506
Jonathan Groff,Acting,1.2112
Dean Jagger,Acting,1.0786
Alessandro Nivola,Acting,1.3005
Zhang Luyi,Acting,1.1455
Liu Beichen,Acting,0.9418
Stephen Colbert,Acting,1.2063
John Michael Higgins,Acting,1.3929
Li Dan,Acting,1.1594
Richard Curtis,Writing,1.2722
Stephen Colbert,Acting,1.2063
John Michael Higgins,Acting,1.3929
Li Dan,Acting,1.1594
Richard Curtis,Writing,1.2722
Maria Cordero,Acting,1.012
Ye Xiangming,Acting,1.0971
Vina Asiki,Acting,1.2018
Masato Harada,Directing,1.2133
Robert Iler,Acting,1.2092
